month,district,neighborhood,specific_count,crime_category,total_count,crime_rate
April,14,Avondale / Bucktown,1458,Miscellaneous Crimes,47876,0.03045367198596374
April,15,Austin,2026,Miscellaneous Crimes,47876,0.0423176539393433
April,16,Dunning / Edison Park,2484,Miscellaneous Crimes,47876,0.05188403375386415
April,17,Albany Park / Avondale,1561,Miscellaneous Crimes,47876,0.03260506307962236
April,18,Lincoln Park / Magnificent Mile,1241,Miscellaneous Crimes,47876,0.025921129584760633
April,19,Lake View / Lincoln Park,1192,Miscellaneous Crimes,47876,0.02489765226835993
April,20,Andersonville / Edgewater,959,Miscellaneous Crimes,47876,0.020030913192413735
April,21,Chinatown / Douglas,698,Miscellaneous Crimes,47876,0.01457932993566714
April,22,Auburn Gresham / Beverly,1855,Miscellaneous Crimes,47876,0.03874592697802657
April,23,Boystown / Lake View,508,Miscellaneous Crimes,47876,0.01061074442309299
April,24,Edgewater / Rogers Park,1685,Miscellaneous Crimes,47876,0.035195087308881275
April,25,Austin / Avondale,3063,Miscellaneous Crimes,47876,0.06397777592112959
August,1,Douglas / Loop,1400,Miscellaneous Crimes,46891,0.029856475656309313
August,2,Douglas / Englewood,1592,Miscellaneous Crimes,46891,0.033951078032031734
August,3,Grand Crossing / Jackson Park,2643,Miscellaneous Crimes,46891,0.05636476082830394
August,4,Avalon Park / Burnside,2995,Miscellaneous Crimes,46891,0.06387153185046171
August,5,Burnside / Pullman,2260,Miscellaneous Crimes,46891,0.04819688213089932
August,6,Auburn Gresham / Chatham,2754,Miscellaneous Crimes,46891,0.05873195282676846
August,7,Englewood / Grand Crossing,2559,Miscellaneous Crimes,46891,0.05457337228892538
August,8,Archer Heights / Ashburn,3329,Miscellaneous Crimes,46891,0.0709944338998955
August,9,Armour Square / Bridgeport,2116,Miscellaneous Crimes,46891,0.0451259303491075
August,10,Little Village / Lower West Side,2156,Miscellaneous Crimes,46891,0.045978972510716344
August,11,Austin / Garfield Park,2354,Miscellaneous Crimes,46891,0.050201531210680085
August,12,East Village / Garfield Park,1310,Miscellaneous Crimes,46891,0.02793713079268943
August,13,East Village / Garfield Park,573,Miscellaneous Crimes,46891,0.012219828965046597
August,14,Avondale / Bucktown,1429,Miscellaneous Crimes,46891,0.03047493122347572
August,15,Austin,2013,Miscellaneous Crimes,46891,0.04292934678296475
August,16,Dunning / Edison Park,2630,Miscellaneous Crimes,46891,0.05608752212578107
August,17,Albany Park / Avondale,1434,Miscellaneous Crimes,46891,0.030581561493676825
August,18,Lincoln Park / Magnificent Mile,1310,Miscellaneous Crimes,46891,0.02793713079268943
August,19,Lake View / Lincoln Park,1220,Miscellaneous Crimes,46891,0.026017785929069545
August,20,Andersonville / Edgewater,971,Miscellaneous Crimes,46891,0.02070759847305453
August,21,Chinatown / Douglas,615,Miscellaneous Crimes,46891,0.013115523234735877
August,22,Auburn Gresham / Beverly,1918,Miscellaneous Crimes,46891,0.04090337164914376
August,23,Boystown / Lake View,597,Miscellaneous Crimes,46891,0.0127316542620119
August,24,Edgewater / Rogers Park,1622,Miscellaneous Crimes,46891,0.03459085965323836
August,25,Austin / Avondale,3091,Miscellaneous Crimes,46891,0.06591883303832292
December,1,Douglas / Loop,1217,Miscellaneous Crimes,39496,0.030813246911079603
December,2,Douglas / Englewood,1364,Miscellaneous Crimes,39496,0.034535142799270814
December,3,Grand Crossing / Jackson Park,2323,Miscellaneous Crimes,39496,0.05881608264128013
December,4,Avalon Park / Burnside,2667,Miscellaneous Crimes,39496,0.06752582540004051
December,5,Burnside / Pullman,1986,Miscellaneous Crimes,39496,0.050283573020052666
December,6,Auburn Gresham / Chatham,2379,Miscellaneous Crimes,39496,0.06023394774154345
December,7,Englewood / Grand Crossing,2066,Miscellaneous Crimes,39496,0.052309094591857404
December,8,Archer Heights / Ashburn,2895,Miscellaneous Crimes,39496,0.07329856187968402
December,9,Armour Square / Bridgeport,1771,Miscellaneous Crimes,39496,0.044839983795827425
December,10,Little Village / Lower West Side,1730,Miscellaneous Crimes,39496,0.043801903990277495
December,11,Austin / Garfield Park,2001,Miscellaneous Crimes,39496,0.05066335831476605
December,12,East Village / Garfield Park,1104,Miscellaneous Crimes,39496,0.027952197690905407
December,13,East Village / Garfield Park,391,Miscellaneous Crimes,39496,0.009899736682195666
December,14,Avondale / Bucktown,1189,Miscellaneous Crimes,39496,0.030104314360947945
December,15,Austin,1675,Miscellaneous Crimes,39496,0.042409357909661737
December,16,Dunning / Edison Park,2114,Miscellaneous Crimes,39496,0.05352440753494025
December,17,Albany Park / Avondale,1203,Miscellaneous Crimes,39496,0.030458780636013774
December,18,Lincoln Park / Magnificent Mile,1021,Miscellaneous Crimes,39496,0.02585071906015799
December,19,Lake View / Lincoln Park,1018,Miscellaneous Crimes,39496,0.025774762001215312
December,20,Andersonville / Edgewater,796,Miscellaneous Crimes,39496,0.02015393963945716
December,21,Chinatown / Douglas,609,Miscellaneous Crimes,39496,0.015419282965363582
December,22,Auburn Gresham / Beverly,1644,Miscellaneous Crimes,39496,0.0416244683005874
December,23,Boystown / Lake View,418,Miscellaneous Crimes,39496,0.010583350212679764
December,24,Edgewater / Rogers Park,1303,Miscellaneous Crimes,39496,0.0329906826007697
December,25,Austin / Avondale,2612,Miscellaneous Crimes,39496,0.06613327931942475
February,1,Douglas / Loop,1229,Miscellaneous Crimes,44582,0.027567179579202367
February,2,Douglas / Englewood,1546,Miscellaneous Crimes,44582,0.03467767260329281
February,3,Grand Crossing / Jackson Park,2578,Miscellaneous Crimes,44582,0.0578260284419721
February,4,Avalon Park / Burnside,2884,Miscellaneous Crimes,44582,0.06468978511506886
February,5,Burnside / Pullman,2181,Miscellaneous Crimes,44582,0.04892108922883675
February,6,Auburn Gresham / Chatham,2838,Miscellaneous Crimes,44582,0.06365797855636804
February,7,Englewood / Grand Crossing,2316,Miscellaneous Crimes,44582,0.05194921717285003
February,8,Archer Heights / Ashburn,3216,Miscellaneous Crimes,44582,0.07213673679960522
February,9,Armour Square / Bridgeport,2109,Miscellaneous Crimes,44582,0.04730608765869634
February,10,Little Village / Lower West Side,2003,Miscellaneous Crimes,44582,0.04492844645821183
February,11,Austin / Garfield Park,2320,Miscellaneous Crimes,44582,0.052038939482302274
February,12,East Village / Garfield Park,1170,Miscellaneous Crimes,44582,0.02624377551478175
February,13,East Village / Garfield Park,451,Miscellaneous Crimes,44582,0.010116190390740657
February,14,Avondale / Bucktown,1484,Miscellaneous Crimes,44582,0.033286976806783004
February,15,Austin,1856,Miscellaneous Crimes,44582,0.04163115158584182
February,16,Dunning / Edison Park,2385,Miscellaneous Crimes,44582,0.05349692701090126
February,17,Albany Park / Avondale,1464,Miscellaneous Crimes,44582,0.03283836525952178
February,18,Lincoln Park / Magnificent Mile,1137,Miscellaneous Crimes,44582,0.025503566461800728
February,19,Lake View / Lincoln Park,1132,Miscellaneous Crimes,44582,0.02539141357498542
February,20,Andersonville / Edgewater,900,Miscellaneous Crimes,44582,0.020187519626755194
February,21,Chinatown / Douglas,664,Miscellaneous Crimes,44582,0.01489390336907272
February,22,Auburn Gresham / Beverly,1758,Miscellaneous Crimes,44582,0.03943295500426181
February,23,Boystown / Lake View,450,Miscellaneous Crimes,44582,0.010093759813377597
February,24,Edgewater / Rogers Park,1538,Miscellaneous Crimes,44582,0.03449822798438832
February,25,Austin / Avondale,2973,Miscellaneous Crimes,44582,0.06668610650038131
January,1,Douglas / Loop,1417,Miscellaneous Crimes,48935,0.028956779401246552
January,2,Douglas / Englewood,1737,Miscellaneous Crimes,48935,0.03549606621027894
January,3,Grand Crossing / Jackson Park,2964,Miscellaneous Crimes,48935,0.06057014406866251
January,4,Avalon Park / Burnside,3157,Miscellaneous Crimes,48935,0.06451415142536017
January,5,Burnside / Pullman,2477,Miscellaneous Crimes,48935,0.05061816695616634
January,6,Auburn Gresham / Chatham,3033,Miscellaneous Crimes,48935,0.06198017778686012
January,7,Englewood / Grand Crossing,2686,Miscellaneous Crimes,48935,0.05488913865331562
January,8,Archer Heights / Ashburn,3462,Miscellaneous Crimes,48935,0.07074690916521917
January,9,Armour Square / Bridgeport,2231,Miscellaneous Crimes,48935,0.0455910902217227
January,10,Little Village / Lower West Side,2181,Miscellaneous Crimes,48935,0.04456932665781138
January,11,Austin / Garfield Park,2447,Miscellaneous Crimes,48935,0.050005108817819555
January,12,East Village / Garfield Park,1347,Miscellaneous Crimes,48935,0.027526310411770716
January,13,East Village / Garfield Park,572,Miscellaneous Crimes,48935,0.011688975171145397
January,14,Avondale / Bucktown,1457,Miscellaneous Crimes,48935,0.0297741902523756
January,15,Austin,2013,Miscellaneous Crimes,48935,0.041136201083069375
January,16,Dunning / Edison Park,2493,Miscellaneous Crimes,48935,0.050945131296617964
January,17,Albany Park / Avondale,1509,Miscellaneous Crimes,48935,0.030836824358843364
January,18,Lincoln Park / Magnificent Mile,1329,Miscellaneous Crimes,48935,0.027158475528762643
January,19,Lake View / Lincoln Park,1188,Miscellaneous Crimes,48935,0.024277102278532747
January,20,Andersonville / Edgewater,993,Miscellaneous Crimes,48935,0.020292224379278634
January,21,Chinatown / Douglas,775,Miscellaneous Crimes,48935,0.01583733524062532
January,22,Auburn Gresham / Beverly,2020,Miscellaneous Crimes,48935,0.04127924798201696
January,23,Boystown / Lake View,530,Miscellaneous Crimes,48935,0.010830693777459896
January,24,Edgewater / Rogers Park,1748,Miscellaneous Crimes,48935,0.03572085419433943
January,25,Austin / Avondale,3169,Miscellaneous Crimes,48935,0.06475937468069888
July,1,Douglas / Loop,1342,Miscellaneous Crimes,47434,0.02829194248851035
July,2,Douglas / Englewood,1705,Miscellaneous Crimes,47434,0.03594468103048446
July,3,Grand Crossing / Jackson Park,2770,Miscellaneous Crimes,47434,0.05839693047181347
July,4,Avalon Park / Burnside,3146,Miscellaneous Crimes,47434,0.0663237340304423
July,5,Burnside / Pullman,2297,Miscellaneous Crimes,47434,0.04842518025045326
July,6,Auburn Gresham / Chatham,2941,Miscellaneous Crimes,47434,0.06200193953704094
July,7,Englewood / Grand Crossing,2689,Miscellaneous Crimes,47434,0.05668929459881098
July,8,Archer Heights / Ashburn,3401,Miscellaneous Crimes,47434,0.07169962474174643
July,9,Armour Square / Bridgeport,2142,Miscellaneous Crimes,47434,0.04515748197495467
July,10,Little Village / Lower West Side,2060,Miscellaneous Crimes,47434,0.04342876417759413
July,11,Austin / Garfield Park,2433,Miscellaneous Crimes,47434,0.0512923219631488
July,12,East Village / Garfield Park,1342,Miscellaneous Crimes,47434,0.02829194248851035
July,13,East Village / Garfield Park,530,Miscellaneous Crimes,47434,0.011173419909769364
July,14,Avondale / Bucktown,1481,Miscellaneous Crimes,47434,0.031222329974280053
July,15,Austin,1919,Miscellaneous Crimes,47434,0.04045621284310832
July,16,Dunning / Edison Park,2591,Miscellaneous Crimes,47434,0.05462326601172155
July,17,Albany Park / Avondale,1415,Miscellaneous Crimes,47434,0.029830922966648396
July,18,Lincoln Park / Magnificent Mile,1269,Miscellaneous Crimes,47434,0.026752962010372305
July,19,Lake View / Lincoln Park,1177,Miscellaneous Crimes,47434,0.02481342496943121
July,20,Andersonville / Edgewater,922,Miscellaneous Crimes,47434,0.01943753425812708
July,21,Chinatown / Douglas,678,Miscellaneous Crimes,47434,0.014293544714761564
July,22,Auburn Gresham / Beverly,1956,Miscellaneous Crimes,47434,0.04123624404435637
July,23,Boystown / Lake View,557,Miscellaneous Crimes,47434,0.01174263186743686
July,24,Edgewater / Rogers Park,1536,Miscellaneous Crimes,47434,0.0323818358139731
July,25,Austin / Avondale,3135,Miscellaneous Crimes,47434,0.06609183286250368
June,1,Douglas / Loop,1335,Miscellaneous Crimes,46329,0.028815644628634333
June,2,Douglas / Englewood,1690,Miscellaneous Crimes,46329,0.03647823177707268
June,3,Grand Crossing / Jackson Park,2663,Miscellaneous Crimes,46329,0.05748019598955298
June,4,Avalon Park / Burnside,3005,Miscellaneous Crimes,46329,0.06486218135509077
June,5,Burnside / Pullman,2286,Miscellaneous Crimes,46329,0.049342744285436765
June,6,Auburn Gresham / Chatham,2815,Miscellaneous Crimes,46329,0.06076107837423644
June,7,Englewood / Grand Crossing,2541,Miscellaneous Crimes,46329,0.054846856180793886
June,8,Archer Heights / Ashburn,3302,Miscellaneous Crimes,46329,0.071272852856742
June,9,Armour Square / Bridgeport,2089,Miscellaneous Crimes,46329,0.04509054803686676
June,10,Little Village / Lower West Side,2023,Miscellaneous Crimes,46329,0.04366595436983315
June,11,Austin / Garfield Park,2271,Miscellaneous Crimes,46329,0.04901897299747458
June,12,East Village / Garfield Park,1335,Miscellaneous Crimes,46329,0.028815644628634333
June,13,East Village / Garfield Park,559,Miscellaneous Crimes,46329,0.01206587666472404
June,14,Avondale / Bucktown,1474,Miscellaneous Crimes,46329,0.031815925230417236
June,15,Austin,1980,Miscellaneous Crimes,46329,0.04273781001100822
June,16,Dunning / Edison Park,2525,Miscellaneous Crimes,46329,0.05450150014030089
June,17,Albany Park / Avondale,1369,Miscellaneous Crimes,46329,0.02954952621468195
June,18,Lincoln Park / Magnificent Mile,1171,Miscellaneous Crimes,46329,0.025275745213581127
June,19,Lake View / Lincoln Park,1314,Miscellaneous Crimes,46329,0.028362364825487277
June,20,Andersonville / Edgewater,885,Miscellaneous Crimes,46329,0.019102505989768828
June,21,Chinatown / Douglas,620,Miscellaneous Crimes,46329,0.013382546569103586
June,22,Auburn Gresham / Beverly,1917,Miscellaneous Crimes,46329,0.04137797060156705
June,23,Boystown / Lake View,577,Miscellaneous Crimes,46329,0.012454402210278659
June,24,Edgewater / Rogers Park,1646,Miscellaneous Crimes,46329,0.035528502665716936
June,25,Austin / Avondale,2937,Miscellaneous Crimes,46329,0.06339441818299553
March,1,Douglas / Loop,1470,Miscellaneous Crimes,49822,0.029505037935048772
March,2,Douglas / Englewood,1772,Miscellaneous Crimes,49822,0.0355666171570792
March,3,Grand Crossing / Jackson Park,2933,Miscellaneous Crimes,49822,0.05886957568945446
March,4,Avalon Park / Burnside,3299,Miscellaneous Crimes,49822,0.06621572799165028
March,5,Burnside / Pullman,2491,Miscellaneous Crimes,49822,0.04999799285456224
March,6,Auburn Gresham / Chatham,3158,Miscellaneous Crimes,49822,0.06338565292441091
March,7,Englewood / Grand Crossing,2774,Miscellaneous Crimes,49822,0.05567821444341857
