dayofweek,district,primary_type,count,average
Tuesday,04,ASSAULT,5755,0.6727846621463642
Tuesday,04,BATTERY,13230,1.546644844517185
Tuesday,04,BURGLARY,4355,0.5091185410334347
Tuesday,04,CONCEALED CARRY LICENSE VIOLATION,8,0.0009352349777881693
Tuesday,04,CRIM SEXUAL ASSAULT,235,0.027472527472527472
Tuesday,04,CRIMINAL DAMAGE,8293,0.969487958849661
Tuesday,04,CRIMINAL SEXUAL ASSAULT,57,0.0066635492167407065
Tuesday,04,CRIMINAL TRESPASS,1528,0.17862988075754033
Tuesday,04,DECEPTIVE PRACTICE,2589,0.3026654196866963
Tuesday,04,GAMBLING,91,0.010638297872340425
Tuesday,04,HOMICIDE,114,0.013327098433481413
Tuesday,04,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,04,INTERFERENCE WITH PUBLIC OFFICER,170,0.019873743277998596
Tuesday,04,INTIMIDATION,44,0.005143792377834931
Tuesday,04,KIDNAPPING,73,0.008534019172317045
Tuesday,04,LIQUOR LAW VIOLATION,84,0.009819967266775777
Tuesday,04,MOTOR VEHICLE THEFT,3358,0.39256488192658406
Tuesday,04,NARCOTICS,5142,0.6011222819733458
Tuesday,04,OBSCENITY,7,0.0008183306055646482
Tuesday,04,OFFENSE INVOLVING CHILDREN,616,0.07201309328968904
Tuesday,04,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Tuesday,04,OTHER OFFENSE,4760,0.5564648117839607
Tuesday,04,PROSTITUTION,291,0.034019172317044655
Tuesday,04,PUBLIC PEACE VIOLATION,485,0.05669862052840776
Tuesday,04,ROBBERY,2559,0.29915828851999066
Tuesday,04,SEX OFFENSE,249,0.029109188683656768
Tuesday,04,STALKING,54,0.006312836100070143
Tuesday,04,THEFT,11053,1.2921440261865793
Tuesday,04,WEAPONS VIOLATION,1249,0.14601356090717793
Tuesday,05,ARSON,123,0.014379237783493103
Tuesday,05,ASSAULT,4620,0.5400981996726678
Tuesday,05,BATTERY,11175,1.306406359597849
Tuesday,05,BURGLARY,3100,0.3624035538929156
Tuesday,05,CONCEALED CARRY LICENSE VIOLATION,4,0.00046761748889408465
Tuesday,05,CRIM SEXUAL ASSAULT,190,0.02221183072246902
Tuesday,05,CRIMINAL DAMAGE,6321,0.7389525368248773
Tuesday,05,CRIMINAL SEXUAL ASSAULT,44,0.005143792377834931
Tuesday,05,CRIMINAL TRESPASS,1205,0.140869768529343
Tuesday,05,DECEPTIVE PRACTICE,1587,0.1855272387187281
Tuesday,05,GAMBLING,102,0.011924245966799158
Tuesday,05,HOMICIDE,122,0.014262333411269581
Tuesday,05,INTERFERENCE WITH PUBLIC OFFICER,182,0.02127659574468085
Tuesday,05,INTIMIDATION,39,0.004559270516717325
Tuesday,05,KIDNAPPING,73,0.008534019172317045
Tuesday,05,LIQUOR LAW VIOLATION,41,0.0047930792611643675
Tuesday,05,MOTOR VEHICLE THEFT,2445,0.28583119008650926
Tuesday,05,NARCOTICS,4665,0.5453588964227262
Tuesday,05,OBSCENITY,3,0.00035071311667056346
Tuesday,05,OFFENSE INVOLVING CHILDREN,449,0.052490063128361
Tuesday,05,OTHER OFFENSE,3523,0.41185410334346506
Tuesday,05,PROSTITUTION,406,0.04746317512274959
Tuesday,05,PUBLIC INDECENCY,2,0.00023380874444704232
Tuesday,05,PUBLIC PEACE VIOLATION,302,0.03530512041150339
Tuesday,05,ROBBERY,1878,0.21954641103577274
Tuesday,05,SEX OFFENSE,178,0.020808978255786766
Tuesday,05,STALKING,34,0.00397474865559972
Tuesday,05,THEFT,7286,0.8517652560205752
Tuesday,05,WEAPONS VIOLATION,1202,0.14051905541267243
Tuesday,06,ARSON,116,0.013560907177928454
Tuesday,06,ASSAULT,5244,0.6130465279401449
Tuesday,06,BATTERY,13271,1.5514379237783493
Tuesday,06,BURGLARY,4332,0.5064297404722936
Tuesday,06,CONCEALED CARRY LICENSE VIOLATION,7,0.0008183306055646482
Tuesday,06,CRIM SEXUAL ASSAULT,277,0.03238251110591536
Tuesday,06,CRIMINAL DAMAGE,7420,0.867430441898527
Tuesday,06,CRIMINAL SEXUAL ASSAULT,53,0.0061959317278466215
Tuesday,06,CRIMINAL TRESPASS,1823,0.21311667056347908
Tuesday,06,DECEPTIVE PRACTICE,3224,0.3768996960486322
Tuesday,06,GAMBLING,111,0.012976385316810848
Tuesday,06,HOMICIDE,146,0.01706803834463409
Tuesday,06,HUMAN TRAFFICKING,2,0.00023380874444704232
Tuesday,06,INTERFERENCE WITH PUBLIC OFFICER,213,0.024900631283610006
Tuesday,06,INTIMIDATION,38,0.004442366144493804
Tuesday,06,KIDNAPPING,62,0.007248071077858312
Tuesday,06,LIQUOR LAW VIOLATION,47,0.005494505494505495
Tuesday,06,MOTOR VEHICLE THEFT,3716,0.43441664718260464
Tuesday,06,NARCOTICS,5892,0.6888005611409866
Tuesday,06,NON-CRIMINAL,1,0.00011690437222352116
Tuesday,06,OBSCENITY,7,0.0008183306055646482
Tuesday,06,OFFENSE INVOLVING CHILDREN,534,0.0624269347673603
Tuesday,06,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Tuesday,06,OTHER OFFENSE,4529,0.5294599018003273
Tuesday,06,PROSTITUTION,300,0.03507131166705635
Tuesday,06,PUBLIC INDECENCY,3,0.00035071311667056346
Tuesday,06,PUBLIC PEACE VIOLATION,393,0.045943418283843816
Tuesday,06,ROBBERY,3246,0.37947159223754967
Tuesday,06,SEX OFFENSE,222,0.025952770633621697
Tuesday,06,STALKING,53,0.0061959317278466215
Tuesday,06,THEFT,12368,1.4458732756605097
Tuesday,06,WEAPONS VIOLATION,1286,0.1503390226794482
Tuesday,07,ARSON,157,0.01835398643909282
Tuesday,07,ASSAULT,5735,0.6704465747018938
Tuesday,07,BATTERY,15849,1.8528173953705869
Tuesday,07,BURGLARY,3838,0.44867898059387423
Tuesday,07,CONCEALED CARRY LICENSE VIOLATION,10,0.0011690437222352116
Tuesday,07,CRIM SEXUAL ASSAULT,263,0.030745849894786063
Tuesday,07,CRIMINAL DAMAGE,7303,0.853752630348375
Tuesday,07,CRIMINAL SEXUAL ASSAULT,47,0.005494505494505495
Tuesday,07,CRIMINAL TRESPASS,1413,0.1651858779518354
Tuesday,07,DECEPTIVE PRACTICE,1701,0.1988543371522095
Tuesday,07,GAMBLING,224,0.02618657937806874
Tuesday,07,HOMICIDE,145,0.01695113397241057
Tuesday,07,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,07,INTERFERENCE WITH PUBLIC OFFICER,231,0.027004909983633387
Tuesday,07,INTIMIDATION,38,0.004442366144493804
Tuesday,07,KIDNAPPING,50,0.005845218611176058
Tuesday,07,LIQUOR LAW VIOLATION,62,0.007248071077858312
Tuesday,07,MOTOR VEHICLE THEFT,2834,0.331306990881459
Tuesday,07,NARCOTICS,7626,0.8915127425765723
Tuesday,07,OBSCENITY,3,0.00035071311667056346
Tuesday,07,OFFENSE INVOLVING CHILDREN,522,0.061024082300678045
Tuesday,07,OTHER OFFENSE,3982,0.4655132101940613
Tuesday,07,PROSTITUTION,975,0.11398176291793313
Tuesday,07,PUBLIC PEACE VIOLATION,471,0.05506195931727847
Tuesday,07,ROBBERY,2727,0.3187982230535422
Tuesday,07,SEX OFFENSE,221,0.025835866261398176
Tuesday,07,STALKING,36,0.004208557400046762
Tuesday,07,THEFT,9217,1.0775075987841944
Tuesday,07,WEAPONS VIOLATION,1623,0.18973579611877484
Tuesday,08,ARSON,163,0.01905541267243395
Tuesday,08,ASSAULT,4996,0.5840542436287117
Tuesday,08,BATTERY,12006,1.403553892915595
Tuesday,08,BURGLARY,5839,0.68260462941314
Tuesday,08,CONCEALED CARRY LICENSE VIOLATION,23,0.002688800561140987
Tuesday,08,CRIM SEXUAL ASSAULT,227,0.026537292494739302
Tuesday,08,CRIMINAL DAMAGE,10335,1.2082066869300911
Tuesday,08,CRIMINAL SEXUAL ASSAULT,60,0.007014262333411269
Tuesday,08,CRIMINAL TRESPASS,1518,0.17746083703530513
Tuesday,08,DECEPTIVE PRACTICE,3995,0.46703296703296704
Tuesday,08,GAMBLING,82,0.009586158522328735
Tuesday,08,HOMICIDE,102,0.011924245966799158
Tuesday,08,INTERFERENCE WITH PUBLIC OFFICER,145,0.01695113397241057
Tuesday,08,INTIMIDATION,60,0.007014262333411269
Tuesday,08,KIDNAPPING,84,0.009819967266775777
Tuesday,08,LIQUOR LAW VIOLATION,107,0.012508767827916763
Tuesday,08,MOTOR VEHICLE THEFT,4531,0.5296937105447743
Tuesday,08,NARCOTICS,5317,0.621580547112462
Tuesday,08,NON - CRIMINAL,1,0.00011690437222352116
Tuesday,08,NON-CRIMINAL,6,0.0007014262333411269
Tuesday,08,OBSCENITY,18,0.002104278700023381
Tuesday,08,OFFENSE INVOLVING CHILDREN,640,0.07481879822305354
Tuesday,08,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Tuesday,08,OTHER OFFENSE,5211,0.6091886836567688
Tuesday,08,PROSTITUTION,733,0.08569090483984101
Tuesday,08,PUBLIC INDECENCY,1,0.00011690437222352116
Tuesday,08,PUBLIC PEACE VIOLATION,648,0.07575403320084172
Tuesday,08,ROBBERY,3018,0.3528173953705869
Tuesday,08,SEX OFFENSE,382,0.04465747018938508
Tuesday,08,STALKING,46,0.005377601122281974
Tuesday,08,THEFT,15648,1.8293196165536592
Tuesday,08,WEAPONS VIOLATION,1053,0.12310030395136778
Tuesday,09,ARSON,139,0.01624970773906944
Tuesday,09,ASSAULT,3908,0.45686228664952067
Tuesday,09,BATTERY,9602,1.1225157820902503
Tuesday,09,BURGLARY,3444,0.4026186579378069
Tuesday,09,CONCEALED CARRY LICENSE VIOLATION,1,0.00011690437222352116
Tuesday,09,CRIM SEXUAL ASSAULT,156,0.0182370820668693
Tuesday,09,CRIMINAL DAMAGE,6573,0.7684124386252046
Tuesday,09,CRIMINAL SEXUAL ASSAULT,45,0.0052606967500584524
Tuesday,09,CRIMINAL TRESPASS,1221,0.14274023848491935
Tuesday,09,DECEPTIVE PRACTICE,2119,0.24772036474164133
Tuesday,09,GAMBLING,76,0.008884732288987608
Tuesday,09,HOMICIDE,97,0.011339724105681553
Tuesday,09,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,09,INTERFERENCE WITH PUBLIC OFFICER,135,0.015782090250175358
Tuesday,09,INTIMIDATION,51,0.005962122983399579
Tuesday,09,KIDNAPPING,53,0.0061959317278466215
Tuesday,09,LIQUOR LAW VIOLATION,110,0.012859480944587328
Tuesday,09,MOTOR VEHICLE THEFT,2991,0.3496609773205518
Tuesday,09,NARCOTICS,5103,0.5965630114566285
Tuesday,09,NON - CRIMINAL,1,0.00011690437222352116
Tuesday,09,OBSCENITY,12,0.0014028524666822538
Tuesday,09,OFFENSE INVOLVING CHILDREN,448,0.05237315875613748
Tuesday,09,OTHER OFFENSE,3347,0.3912789338321253
Tuesday,09,PROSTITUTION,879,0.1027589431844751
Tuesday,09,PUBLIC INDECENCY,2,0.00023380874444704232
Tuesday,09,PUBLIC PEACE VIOLATION,534,0.0624269347673603
Tuesday,09,ROBBERY,1937,0.22644376899696048
Tuesday,09,SEX OFFENSE,305,0.035655833528173954
Tuesday,09,STALKING,43,0.00502688800561141
Tuesday,09,THEFT,10098,1.1805003507131167
Tuesday,09,WEAPONS VIOLATION,1006,0.11760579845686228
Tuesday,10,ARSON,116,0.013560907177928454
Tuesday,10,ASSAULT,3524,0.41197100771568856
Tuesday,10,BATTERY,9789,1.1443768996960486
Tuesday,10,BURGLARY,2148,0.2511105915361235
Tuesday,10,CONCEALED CARRY LICENSE VIOLATION,7,0.0008183306055646482
Tuesday,10,CRIM SEXUAL ASSAULT,154,0.01800327332242226
Tuesday,10,CRIMINAL DAMAGE,5071,0.5928220715454758
Tuesday,10,CRIMINAL SEXUAL ASSAULT,55,0.006429740472293664
Tuesday,10,CRIMINAL TRESPASS,951,0.11117605798456863
Tuesday,10,DECEPTIVE PRACTICE,1427,0.1668225391629647
Tuesday,10,GAMBLING,152,0.017769464577975215
Tuesday,10,HOMICIDE,111,0.012976385316810848
Tuesday,10,INTERFERENCE WITH PUBLIC OFFICER,112,0.01309328968903437
Tuesday,10,INTIMIDATION,56,0.006546644844517185
Tuesday,10,KIDNAPPING,42,0.004909983633387889
Tuesday,10,LIQUOR LAW VIOLATION,110,0.012859480944587328
Tuesday,10,MOTOR VEHICLE THEFT,2444,0.2857142857142857
Tuesday,10,NARCOTICS,7024,0.8211363104980126
Tuesday,10,OBSCENITY,9,0.0010521393500116905
Tuesday,10,OFFENSE INVOLVING CHILDREN,428,0.050035071311667054
Tuesday,10,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Tuesday,10,OTHER OFFENSE,3247,0.37958849660977323
Tuesday,10,PROSTITUTION,494,0.057750759878419454
Tuesday,10,PUBLIC PEACE VIOLATION,529,0.06184241290624269
Tuesday,10,ROBBERY,1924,0.22492401215805471
Tuesday,10,SEX OFFENSE,228,0.026654196866962826
Tuesday,10,STALKING,44,0.005143792377834931
Tuesday,10,THEFT,7614,0.8901098901098901
Tuesday,10,WEAPONS VIOLATION,1045,0.12216506897357961
Tuesday,11,ARSON,136,0.01589899462239888
Tuesday,11,ASSAULT,4990,0.5833528173953706
Tuesday,11,BATTERY,14019,1.6388823942015431
Tuesday,11,BURGLARY,2249,0.2629179331306991
Tuesday,11,CONCEALED CARRY LICENSE VIOLATION,6,0.0007014262333411269
Tuesday,11,CRIM SEXUAL ASSAULT,223,0.026069675005845217
Tuesday,11,CRIMINAL DAMAGE,5900,0.6897357961187749
Tuesday,11,CRIMINAL SEXUAL ASSAULT,74,0.008650923544540565
Tuesday,11,CRIMINAL TRESPASS,1373,0.16050970306289455
Tuesday,11,DECEPTIVE PRACTICE,2174,0.254150105213935
Tuesday,11,GAMBLING,301,0.03518821603927987
Tuesday,11,HOMICIDE,182,0.02127659574468085
Tuesday,11,HUMAN TRAFFICKING,2,0.00023380874444704232
Tuesday,11,INTERFERENCE WITH PUBLIC OFFICER,304,0.03553892915595043
Tuesday,11,INTIMIDATION,27,0.0031564180500350714
Tuesday,11,KIDNAPPING,49,0.0057283142389525366
Tuesday,11,LIQUOR LAW VIOLATION,50,0.005845218611176058
Tuesday,11,MOTOR VEHICLE THEFT,2992,0.3497778816927753
Tuesday,11,NARCOTICS,20370,2.381342062193126
Tuesday,11,NON - CRIMINAL,1,0.00011690437222352116
Tuesday,11,OBSCENITY,5,0.0005845218611176058
Tuesday,11,OFFENSE INVOLVING CHILDREN,400,0.04676174888940846
Tuesday,11,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Tuesday,11,OTHER OFFENSE,3608,0.4217909749824643
Tuesday,11,PROSTITUTION,2077,0.24281038110825345
Tuesday,11,PUBLIC PEACE VIOLATION,435,0.05085340191723171
Tuesday,11,RITUALISM,2,0.00023380874444704232
Tuesday,11,ROBBERY,3136,0.36661211129296234
Tuesday,11,SEX OFFENSE,223,0.026069675005845217
Tuesday,11,STALKING,40,0.004676174888940846
Tuesday,11,THEFT,8899,1.0403320084171148
Tuesday,11,WEAPONS VIOLATION,1411,0.16495206920738836
Tuesday,12,ARSON,62,0.007248071077858312
Tuesday,12,ASSAULT,2508,0.29319616553659106
Tuesday,12,BATTERY,5640,0.6593406593406593
Tuesday,12,BURGLARY,1736,0.20294599018003273
Tuesday,12,CONCEALED CARRY LICENSE VIOLATION,5,0.0005845218611176058
Tuesday,12,CRIM SEXUAL ASSAULT,112,0.01309328968903437
Tuesday,12,CRIMINAL DAMAGE,4140,0.4839841010053776
Tuesday,12,CRIMINAL SEXUAL ASSAULT,50,0.005845218611176058
Tuesday,12,CRIMINAL TRESPASS,1311,0.15326163198503623
Tuesday,12,DECEPTIVE PRACTICE,2261,0.26432078559738137
Tuesday,12,GAMBLING,42,0.004909983633387889
Tuesday,12,HOMICIDE,39,0.004559270516717325
Tuesday,12,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,12,INTERFERENCE WITH PUBLIC OFFICER,58,0.006780453588964227
Tuesday,12,INTIMIDATION,32,0.003740939911152677
Tuesday,12,KIDNAPPING,16,0.0018704699555763386
Tuesday,12,LIQUOR LAW VIOLATION,82,0.009586158522328735
Tuesday,12,MOTOR VEHICLE THEFT,2447,0.28606499883095626
Tuesday,12,NARCOTICS,2139,0.2500584521861118
Tuesday,12,OBSCENITY,6,0.0007014262333411269
Tuesday,12,OFFENSE INVOLVING CHILDREN,226,0.026420388122515782
Tuesday,12,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Tuesday,12,OTHER OFFENSE,2079,0.2430441898527005
Tuesday,12,PROSTITUTION,263,0.030745849894786063
Tuesday,12,PUBLIC PEACE VIOLATION,354,0.04138414776712649
Tuesday,12,ROBBERY,1407,0.16448445171849427
Tuesday,12,SEX OFFENSE,197,0.02303016132803367
Tuesday,12,STALKING,39,0.004559270516717325
Tuesday,12,THEFT,11690,1.3666121112929623
Tuesday,12,WEAPONS VIOLATION,344,0.04021510404489128
Tuesday,14,ARSON,73,0.008534019172317045
Tuesday,14,ASSAULT,2498,0.29202712181435586
Tuesday,14,BATTERY,5545,0.6482347439794248
Tuesday,14,BURGLARY,3419,0.39969604863221886
Tuesday,14,CONCEALED CARRY LICENSE VIOLATION,2,0.00023380874444704232
Tuesday,14,CRIM SEXUAL ASSAULT,118,0.013794715922375496
Tuesday,14,CRIMINAL DAMAGE,4963,0.5801963993453355
Tuesday,14,CRIMINAL SEXUAL ASSAULT,31,0.003624035538929156
Tuesday,14,CRIMINAL TRESPASS,906,0.10591536123451017
Tuesday,14,DECEPTIVE PRACTICE,2013,0.2353285012859481
Tuesday,14,GAMBLING,13,0.001519756838905775
Tuesday,14,HOMICIDE,37,0.0043254617722702825
Tuesday,14,INTERFERENCE WITH PUBLIC OFFICER,51,0.005962122983399579
Tuesday,14,INTIMIDATION,28,0.0032733224222585926
Tuesday,14,KIDNAPPING,34,0.00397474865559972
Tuesday,14,LIQUOR LAW VIOLATION,132,0.015431377133504794
Tuesday,14,MOTOR VEHICLE THEFT,2500,0.2922609305588029
Tuesday,14,NARCOTICS,2257,0.26385316810848725
Tuesday,14,OBSCENITY,1,0.00011690437222352116
Tuesday,14,OFFENSE INVOLVING CHILDREN,243,0.028407762450315642
Tuesday,14,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Tuesday,14,OTHER OFFENSE,2304,0.2693476736029928
Tuesday,14,PROSTITUTION,656,0.07668926817862988
Tuesday,14,PUBLIC INDECENCY,3,0.00035071311667056346
Tuesday,14,PUBLIC PEACE VIOLATION,230,0.026888005611409867
Tuesday,14,ROBBERY,1622,0.18961889174655133
Tuesday,14,SEX OFFENSE,219,0.025602057516951136
Tuesday,14,STALKING,28,0.0032733224222585926
Tuesday,14,THEFT,12486,1.4596679915828852
Tuesday,14,WEAPONS VIOLATION,338,0.03951367781155015
Tuesday,15,ARSON,90,0.010521393500116905
Tuesday,15,ASSAULT,3492,0.4082300678045359
Tuesday,15,BATTERY,10084,1.1788636895019873
Tuesday,15,BURGLARY,1691,0.1976852934299743
Tuesday,15,CRIM SEXUAL ASSAULT,186,0.021744213233574936
Tuesday,15,CRIMINAL DAMAGE,4164,0.4867898059387421
Tuesday,15,CRIMINAL SEXUAL ASSAULT,49,0.0057283142389525366
Tuesday,15,CRIMINAL TRESPASS,959,0.11211129296235679
Tuesday,15,DECEPTIVE PRACTICE,1388,0.16226326864624738
Tuesday,15,GAMBLING,263,0.030745849894786063
Tuesday,15,HOMICIDE,88,0.010287584755669862
Tuesday,15,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,15,INTERFERENCE WITH PUBLIC OFFICER,162,0.01893850830021043
Tuesday,15,INTIMIDATION,27,0.0031564180500350714
Tuesday,15,KIDNAPPING,35,0.004091653027823241
Tuesday,15,LIQUOR LAW VIOLATION,58,0.006780453588964227
Tuesday,15,MOTOR VEHICLE THEFT,1796,0.209960252513444
Tuesday,15,NARCOTICS,11966,1.3988777180266543
Tuesday,15,OBSCENITY,3,0.00035071311667056346
Tuesday,15,OFFENSE INVOLVING CHILDREN,288,0.0336684592003741
Tuesday,15,OTHER OFFENSE,3061,0.3578442833761983
Tuesday,15,PROSTITUTION,452,0.052840776245031564
Tuesday,15,PUBLIC INDECENCY,1,0.00011690437222352116
Tuesday,15,PUBLIC PEACE VIOLATION,316,0.03694178162263269
Tuesday,15,ROBBERY,2071,0.24210895487491232
Tuesday,15,SEX OFFENSE,158,0.018470890811316344
Tuesday,15,STALKING,26,0.00303951367781155
Tuesday,15,THEFT,5845,0.6833060556464812
Tuesday,15,WEAPONS VIOLATION,849,0.09925181201776946
Tuesday,16,ARSON,54,0.006312836100070143
Tuesday,16,ASSAULT,2197,0.256838905775076
Tuesday,16,BATTERY,4908,0.5737666588730419
Tuesday,16,BURGLARY,2401,0.2806873977086743
Tuesday,16,CONCEALED CARRY LICENSE VIOLATION,28,0.0032733224222585926
Tuesday,16,CRIM SEXUAL ASSAULT,64,0.007481879822305354
Tuesday,16,CRIMINAL DAMAGE,5063,0.5918868365676876
Tuesday,16,CRIMINAL SEXUAL ASSAULT,42,0.004909983633387889
Tuesday,16,CRIMINAL TRESPASS,1309,0.1530278232405892
Tuesday,16,DECEPTIVE PRACTICE,3046,0.35609071779284546
Tuesday,16,GAMBLING,24,0.0028057049333645077
Tuesday,16,HOMICIDE,19,0.002221183072246902
Tuesday,16,INTERFERENCE WITH PUBLIC OFFICER,56,0.006546644844517185
Tuesday,16,INTIMIDATION,25,0.002922609305588029
Tuesday,16,KIDNAPPING,51,0.005962122983399579
Tuesday,16,LIQUOR LAW VIOLATION,98,0.011456628477905073
Tuesday,16,MOTOR VEHICLE THEFT,1920,0.22445639466916062
Tuesday,16,NARCOTICS,1966,0.2298339957914426
Tuesday,16,NON - CRIMINAL,2,0.00023380874444704232
Tuesday,16,NON-CRIMINAL,4,0.00046761748889408465
Tuesday,16,OBSCENITY,13,0.001519756838905775
Tuesday,16,OFFENSE INVOLVING CHILDREN,254,0.029693710544774373
Tuesday,16,OTHER NARCOTIC VIOLATION,3,0.00035071311667056346
Tuesday,16,OTHER OFFENSE,4101,0.4794248304886603
Tuesday,16,PROSTITUTION,77,0.00900163666121113
Tuesday,16,PUBLIC INDECENCY,1,0.00011690437222352116
Tuesday,16,PUBLIC PEACE VIOLATION,219,0.025602057516951136
Tuesday,16,ROBBERY,589,0.06885667523965397
Tuesday,16,SEX OFFENSE,212,0.024783726911386486
Tuesday,16,STALKING,37,0.0043254617722702825
Tuesday,16,THEFT,9457,1.1055646481178396
Tuesday,16,WEAPONS VIOLATION,211,0.024666822539162966
Tuesday,17,ARSON,60,0.007014262333411269
Tuesday,17,ASSAULT,1840,0.21510404489127893
Tuesday,17,BATTERY,4905,0.5734159457563713
Tuesday,17,BURGLARY,2536,0.29646948795884964
Tuesday,17,CRIM SEXUAL ASSAULT,93,0.010872106616787468
Tuesday,17,CRIMINAL DAMAGE,4456,0.5209258826280103
Tuesday,17,CRIMINAL SEXUAL ASSAULT,31,0.003624035538929156
Tuesday,17,CRIMINAL TRESPASS,722,0.08440495674538227
Tuesday,17,DECEPTIVE PRACTICE,1801,0.21054477437456162
Tuesday,17,GAMBLING,33,0.0038578442833761984
Tuesday,17,HOMICIDE,21,0.0024549918166939444
Tuesday,17,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,17,INTERFERENCE WITH PUBLIC OFFICER,47,0.005494505494505495
Tuesday,17,INTIMIDATION,29,0.0033902267944821134
Tuesday,17,KIDNAPPING,41,0.0047930792611643675
Tuesday,17,LIQUOR LAW VIOLATION,114,0.013327098433481413
Tuesday,17,MOTOR VEHICLE THEFT,2232,0.2609305588028992
Tuesday,17,NARCOTICS,1698,0.19850362403553892
Tuesday,17,OBSCENITY,3,0.00035071311667056346
Tuesday,17,OFFENSE INVOLVING CHILDREN,233,0.02723871872808043
Tuesday,17,OTHER NARCOTIC VIOLATION,2,0.00023380874444704232
Tuesday,17,OTHER OFFENSE,2302,0.2691138648585457
Tuesday,17,PROSTITUTION,123,0.014379237783493103
Tuesday,17,PUBLIC PEACE VIOLATION,301,0.03518821603927987
Tuesday,17,ROBBERY,1022,0.11947626841243862
Tuesday,17,SEX OFFENSE,216,0.02525134440028057
Tuesday,17,STALKING,20,0.002338087444470423
Tuesday,17,THEFT,8681,1.0148468552723873
Tuesday,17,WEAPONS VIOLATION,260,0.030395136778115502
Tuesday,18,ARSON,18,0.002104278700023381
Tuesday,18,ASSAULT,1947,0.2276128127191957
Tuesday,18,BATTERY,4734,0.5534252981061492
Tuesday,18,BURGLARY,1635,0.1911386485854571
Tuesday,18,CONCEALED CARRY LICENSE VIOLATION,3,0.00035071311667056346
Tuesday,18,CRIM SEXUAL ASSAULT,96,0.01122281973345803
Tuesday,18,CRIMINAL DAMAGE,3154,0.3687163899929857
Tuesday,18,CRIMINAL SEXUAL ASSAULT,78,0.00911854103343465
Tuesday,18,CRIMINAL TRESPASS,2560,0.29927519289221416
Tuesday,18,DECEPTIVE PRACTICE,4776,0.5583352817395371
Tuesday,18,GAMBLING,15,0.0017535655833528173
Tuesday,18,HOMICIDE,20,0.002338087444470423
Tuesday,18,HUMAN TRAFFICKING,1,0.00011690437222352116
Tuesday,18,INTERFERENCE WITH PUBLIC OFFICER,46,0.005377601122281974
Tuesday,18,INTIMIDATION,29,0.0033902267944821134
Tuesday,18,KIDNAPPING,19,0.002221183072246902
Tuesday,18,LIQUOR LAW VIOLATION,96,0.01122281973345803
Tuesday,18,MOTOR VEHICLE THEFT,1272,0.14870236146831892
Tuesday,18,NARCOTICS,2080,0.24316109422492402
Tuesday,18,NON-CRIMINAL,2,0.00023380874444704232
Tuesday,18,OBSCENITY,1,0.00011690437222352116
Tuesday,18,OFFENSE INVOLVING CHILDREN,129,0.015080664016834229
Tuesday,18,OTHER NARCOTIC VIOLATION,1,0.00011690437222352116
Tuesday,18,OTHER OFFENSE,1934,0.2260930558802899
Tuesday,18,PROSTITUTION,706,0.08253448678980593
Tuesday,18,PUBLIC INDECENCY,5,0.0005845218611176058
Tuesday,18,PUBLIC PEACE VIOLATION,230,0.026888005611409867
Tuesday,18,ROBBERY,1212,0.14168809913490765
Tuesday,18,SEX OFFENSE,152,0.017769464577975215
Tuesday,18,STALKING,34,0.00397474865559972
Tuesday,18,THEFT,19464,2.275426700958616
Tuesday,18,WEAPONS VIOLATION,289,0.033785363572597614
Tuesday,19,ARSON,50,0.005845218611176058
Tuesday,19,ASSAULT,1638,0.19148936170212766
Tuesday,19,BATTERY,3576,0.41805003507131167
Tuesday,19,BURGLARY,2871,0.33563245265372926
Tuesday,19,CONCEALED CARRY LICENSE VIOLATION,5,0.0005845218611176058
Tuesday,19,CRIM SEXUAL ASSAULT,106,0.012391863455693243
Tuesday,19,CRIMINAL DAMAGE,3706,0.4332476034603694
Tuesday,19,CRIMINAL SEXUAL ASSAULT,61,0.007131166705634791
Tuesday,19,CRIMINAL TRESPASS,1285,0.15022211830722468
Tuesday,19,DECEPTIVE PRACTICE,3247,0.37958849660977323
Tuesday,19,GAMBLING,20,0.002338087444470423
Tuesday,19,HOMICIDE,14,0.0016366612111292963
Tuesday,19,INTERFERENCE WITH PUBLIC OFFICER,33,0.0038578442833761984
Tuesday,19,INTIMIDATION,29,0.0033902267944821134
Tuesday,19,KIDNAPPING,10,0.0011690437222352116
Tuesday,19,LIQUOR LAW VIOLATION,106,0.012391863455693243
Tuesday,19,MOTOR VEHICLE THEFT,1562,0.18260462941314004
Tuesday,19,NARCOTICS,1178,0.13771335047930794
Tuesday,19,NON-CRIMINAL,5,0.0005845218611176058
Tuesday,19,OBSCENITY,10,0.0011690437222352116
